econ_lane,matched_terms,econ_score,article_key,title,source,published_at,uid,first_seen_digest,last_seen_digest,observation_count,first_feed_topic,first_window_type,first_source_file
reserves,bcra | dolar,7,content:ecc413036fb1f4f38ffe8392b965b3e57b3cee8b,"Dólar MEP, oficial: cómo invertir tras medida anti rulo del BCRA",iProUP,2025-10-12 06:01:00+00:00,,2025-10-12 16:00:00+00:00,2025-10-12 16:00:00+00:00,1,All Topics,8h,data/output_digests/headlines_8h_window_20251012T16_All_Topics_03.md
rates,banco central | tasa de interes,7,content:2549f09ca38843100d3603c243990ee2aa211db2,"El Banco Central de Reserva de Perú mantiene la tasa de interés en 4,25 %",Infobae,2025-10-12 02:46:00+00:00,,2025-10-12 08:00:00+00:00,2025-10-12 16:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20251012T08_All_Topics_01.md
rates,banco central | tasa de interes,7,content:b8ec618d9485da3ece53996f8602098e71e5400f,"Banco Central de Reserva del Perú mantiene la tasa de interés de referencia en 4,25%",Infobae,2025-10-11 00:30:00+00:00,,2025-10-11 04:00:00+00:00,2025-10-11 16:00:00+00:00,4,All Topics,4h,data/output_digests/headlines_4h_window_20251011T04_All_Topics_04.md
inflation,dolar | inflacion,7,content:3139944722c0785d4d2cc8a470b8138fdc8f34da,"Las claves de la intervención de Estados Unidos: qué significa para el dólar, la inflación y Javier Milei",Diario Río Negro,2025-10-10 14:36:00+00:00,,2025-10-10 20:00:00+00:00,2025-10-10 20:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251010T20_All_Topics_03.md
rates,banco central | tasa de interes,7,content:8b53a992f23681dc3cebad716b5ebab4d383dde7,"Banco Central Perú mantiene tasa de interés en 4,25%",La Nación,2025-10-09 23:30:00+00:00,,2025-10-10 04:00:00+00:00,2025-10-11 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20251010T04_All_Topics_05.md
inflation,ipc | salarios,7,content:50f4a38f400c23dc60d0a945ae477dc9660ac0d9,El nuevo IPC muestra que los salarios registrados acumulan una caída real del 11% bajo la gestión de Javier Milei,La Gaceta,2025-10-06 22:08:00+00:00,,2025-10-07 04:00:00+00:00,2025-10-07 08:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20251007T04_All_Topics_04.md
reserves,banco central | dolar | inflacion,9,content:27addc71ffb48bf7c845da6969155f2d4bdfb7ee,A cuánto estarán la inflación y el dólar a fin de año según las consultoras que releva el Banco Central,Perfil,2025-10-06 21:46:00+00:00,,2025-10-07 00:00:00+00:00,2025-10-07 08:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20251007T00_All_Topics_07.md
inflation,ipc | salarios,7,content:6a89788d8cef40d8f90927e9d481311ab7397b3a,"Los salarios formales caen 11% en términos reales desde el inicio del gobierno de Javier Milei, según el nuevo IPC",C5N,2025-10-06 21:43:00+00:00,,2025-10-07 00:00:00+00:00,2025-10-07 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251007T00_All_Topics_07.md
reserves,bcra | dolar | inflacion,9,content:5228c2ae5463ee53431777c60269a2803d910b7b,Las nuevas proyecciones de los analistas del REM del BCRA para el dólar y la inflación en lo que queda de 2025,TN,2025-10-06 21:14:00+00:00,,2025-10-07 04:00:00+00:00,2025-10-07 08:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20251007T04_All_Topics_02.md
inflation,ipc | salarios,7,content:9ba03321ebf4a5670e70658c4c1e3388dfe92257,"Con el nuevo IPC, los salarios registrados acumulan una caída real del 11% bajo la gestión de Javier Milei",Ambito,2025-10-06 20:50:00+00:00,,2025-10-07 00:00:00+00:00,2025-10-08 12:00:00+00:00,4,All Topics,4h,data/output_digests/headlines_4h_window_20251007T00_All_Topics_05.md
inflation,inflacion | salarios,7,content:02d22beee41904bbc223586b4ef2c62eb5048967,La construcción con salarios por debajo de la inflación: la UOCRA sigue la pauta del Gobierno nacional,NEA HOY,2025-10-04 15:03:00+00:00,,2025-10-05 00:00:00+00:00,2025-10-06 12:00:00+00:00,2,All Topics,8h,data/output_digests/headlines_8h_window_20251005T00_All_Topics_02.md
inflation,dolar | inflacion,7,content:8d01bf6c73520d82c2650904eb7bf6de3cbc634a,Ni por la inflación ni por el dólar: ¿Por qué los autos no paran de subir en Argentina?,RTS Medios,2025-10-04 11:02:00+00:00,,2025-10-05 00:00:00+00:00,2025-10-06 12:00:00+00:00,2,All Topics,8h,data/output_digests/headlines_8h_window_20251005T00_All_Topics_01.md
inflation,inflacion | salarios,7,content:248e956c688f637ee4123b4e517eaccc517db741,Salarios vs inflación: quiénes fueron los ganadores y perdedores en lo que va de la gestión Milei,Infobae,2025-10-02 14:54:00+00:00,,2025-10-02 20:00:00+00:00,2025-10-06 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20251002T20_All_Topics_03.md
rates,tasa de interes,5,content:d248549e7fb9824f0529bcba99feb7bb47de7710,Retenciones cero: cerealeras y productores pelean por la tasa de interés del financiamiento a Toto Caputo,Letra P,2025-10-01 18:58:00+00:00,,2025-10-02 00:00:00+00:00,2025-10-02 08:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20251002T00_All_Topics_03.md
reserves,bcra | dolar,7,content:3235dc14739d8478d8d13f932e3d40c4ba38c19a,Qué dijo el presidente del BCRA sobre el corte abrupto de la venta de dólar oficial en las principales billeteras virtuales,Infobae,2025-09-30 22:17:00+00:00,,2025-10-02 12:00:00+00:00,2025-10-06 12:00:00+00:00,2,All Topics,2day,data/output_digests/headlines_2day_window_20251002T12_All_Topics_03.md
reserves,bcra | dolar,7,content:540981df23dcfddd6c86b864e2a8f51edc783d54,Intervención en futuros de dólar del BCRA para contener al mercado: a cuánto llegó,El Cronista,2025-09-30 22:17:00+00:00,,2025-10-02 12:00:00+00:00,2025-10-02 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20251002T12_All_Topics_03.md
fx,dolar,5,content:2645f6fd6b458027d50e36e07e5f499aae3e6066,Toto Caputo tuvo que vender divisas de las cerealeras y ponerle cepo a Marcos Galperin para calmar al dólar,Letra P,2025-09-30 21:53:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_07.md
reserves,banco central | dolar,7,content:bf2ac08dfd6ec67a0ecb29f99bdbe45ddc09ead8,Las billeteras virtuales no podrán vender dólar oficial: qué dijo el Banco Central,Perfil,2025-09-30 21:53:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_07.md
reserves,bcra | dolar,7,content:b8469ca716cc845c188957c1a0b699d64ba9220a,Billeteras virtuales frenaron la venta de dólar oficial y el BCRA negó cambios en la normativa,roadshow.com.ar,2025-09-30 21:38:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_07.md
reserves,bcra | dolar,7,content:0117f45e6179b8a9fdea4bc15172d97c7a295438,Las billeteras virtuales frenaron la venta del dólar oficial y el BCRA tuvo que salir a negar cambios normativos,Ambito,2025-09-30 21:30:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_06.md
fx,dolar,5,content:10ea0c3a1b1a3becd810514416948fc73261e7f5,"Tras declaraciones de Milei para calmar a los mercados, el dólar cerró el mes con aumento",Diario Digital Conclusión,2025-09-30 20:55:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_05.md
fx,dolar,5,content:aec22888e6f3211ccf2c45a391526ea6e71993d3,Dólar hoy: cotizaciones actualizadas en Argentina al cierre del martes 30 de septiembre 2025,Diario Río Negro,2025-09-30 19:00:00+00:00,,2025-10-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20251001T00_All_Topics_03.md
inflation,dolar | inflacion,7,content:80c48bc8c491ce28479a0f59c01ea0ff10a195c6,Luis Caputo mató el rulo del dólar y un banco fundado hace 152 años activó una tasa que aplasta a la inflación,Agencia Noticias Argentinas,2025-09-30 16:50:00+00:00,,2025-09-30 20:00:00+00:00,2025-10-01 00:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250930T20_All_Topics_06.md
fx,dolar,5,content:e522c40b636bf30f59c559b7a1c4fe36acf19741,"El consejo bomba sobre el dólar que Fausto Spotorno le dio a Milei: ""Va a tener que...""",El Cronista,2025-09-30 16:11:00+00:00,,2025-09-30 20:00:00+00:00,2025-09-30 20:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250930T20_All_Topics_05.md
fx,dolar,5,content:970992ca261435b22ce10f399e6ae2c27611fb80,"Caputo sale a frenar el dólar, en medio de presiones internacionales al Tesoro para que no rescate a la Argentina",La Política Online,2025-09-30 16:08:00+00:00,,2025-09-30 20:00:00+00:00,2025-09-30 20:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250930T20_All_Topics_05.md
fx,dolar,5,content:89f8801ffa9083ebdd937127f9eeb47f75e06072,Dólar en Argentina: a cuánto cotizan el blue y oficial este martes,Mirador Provincial,2025-09-30 15:23:00+00:00,,2025-09-30 20:00:00+00:00,2025-09-30 20:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250930T20_All_Topics_04.md
fx,dolar,5,content:1c76df2e0f425b8f34d2999e16aa2cce54b21014,Dólar hoy: en el Banco Nación subió a $1.400 y reaparecieron las posturas de venta oficiales en el mercado,Infobae,2025-09-30 14:02:00+00:00,,2025-09-30 20:00:00+00:00,2025-09-30 20:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250930T20_All_Topics_02.md
fx,dolar,5,content:c07453c4b4868dfae2bc03f9bb9294f85f4528ed,Dólar hoy: cotizaciones actualizadas en Argentina al inicio del martes 30 de septiembre 2025,Diario Río Negro,2025-09-30 11:00:00+00:00,,2025-09-30 16:00:00+00:00,2025-09-30 16:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250930T16_All_Topics_02.md
fx,brecha cambiaria,5,content:fc49d680aa441cfd89d9a4bb1790b0a1b2a0ae4a,Caputo revivió la brecha cambiaria y economistas alertan por sus efectos negativos,Perfil,2025-09-29 23:45:00+00:00,,2025-09-30 04:00:00+00:00,2025-09-30 04:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250930T04_All_Topics_05.md
inflation,inflacion | salarios,7,content:a293bb943e850edae1cf6bf2f7fc3f7ad8bc2b5f,Salarios vs inflación en julio 2025: cuánto crecieron según el INDEC y qué sectores ganaron,Blog del Contador,2025-09-26 16:03:00+00:00,,2025-09-26 20:00:00+00:00,2025-09-28 12:00:00+00:00,4,All Topics,4h,data/output_digests/headlines_4h_window_20250926T20_All_Topics_05.md
inflation,inflacion | salarios,7,content:5aa809f1aa738b035190272385d96258b757478c,"Para el INDEC, los salarios crecieron 2,2% en julio y lograron ganarle a la inflación",NoticiasNQN,2025-09-26 11:47:00+00:00,,2025-09-26 16:00:00+00:00,2025-09-28 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250926T16_All_Topics_03.md
inflation,inflacion | salarios,7,content:d9ee6512a57983351179b9f9c5f00f70cb215023,"Para el INDEC, los salarios crecieron más que la inflación",Tiempo de San Juan,2025-09-26 01:00:00+00:00,,2025-09-26 04:00:00+00:00,2025-09-26 16:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250926T04_All_Topics_08.md
inflation,inflacion | salarios,7,content:8699a5b7327a368b007ff4bff3a98770c2f0bc35,"Los salarios registrados subieron 2,2% en julio y le ganaron a la inflación, según el Indec",Mundo Gremial,2025-09-25 23:12:00+00:00,,2025-09-26 04:00:00+00:00,2025-09-27 12:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250926T04_All_Topics_06.md
inflation,inflacion | salarios,7,content:6a0359593702a4a42dd9d32a4ac2015199170675,"Salarios en Argentina aumentaron más que la inflación en julio, según el Indec",bloomberglinea.com,2025-09-25 21:21:00+00:00,,2025-09-26 00:00:00+00:00,2025-09-27 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250926T00_All_Topics_07.md
inflation,inflacion | sueldos,7,content:f036a56633cd59db9291b65285bb563b311b2fc6,"Los sueldos registrados subieron 2,2% en julio y lograron superar a la inflación, según el Indec",Los Andes,2025-09-25 20:49:00+00:00,,2025-09-26 08:00:00+00:00,2025-09-26 08:00:00+00:00,1,All Topics,8h,data/output_digests/headlines_8h_window_20250926T08_All_Topics_05.md
inflation,inflacion | salarios,7,content:36c3242abf7c9d3f7e9de2bba3ebb690e8b3e52f,"Según el INDEC, hasta julio los salarios le ganaron a la inflación en el año",Mendoza Post,2025-09-25 20:30:00+00:00,,2025-09-26 00:00:00+00:00,2025-09-26 08:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250926T00_All_Topics_06.md
inflation,inflacion | salarios,7,content:2023dc1512b6a2f5bca88fdc54710ce3d5439df2,Los salarios le ganaron a la inflación en julio según el INDEC,Perfil,2025-09-25 19:52:00+00:00,,2025-09-26 00:00:00+00:00,2025-09-27 12:00:00+00:00,4,All Topics,4h,data/output_digests/headlines_4h_window_20250926T00_All_Topics_05.md
inflation,inflacion | salarios,7,content:26ee7c6483c5a1a88be6a8181e6f6185438cf9e8,"INDEC: los salarios subieron un 2,5% en julio y volvieron a ganarle a la inflación",C5N,2025-09-25 19:14:00+00:00,,2025-09-26 00:00:00+00:00,2025-09-26 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250926T00_All_Topics_03.md
rates,banco central | dolar | tasa de interes,9,content:2773f72999d7eabfc7b070cb73be85c620383c28,El Banco Central recortó la tasa de interés al 25% tras la baja del dólar,fm105punto1.com.ar,2025-09-24 22:41:00+00:00,,2025-09-25 04:00:00+00:00,2025-09-25 04:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250925T04_All_Topics_04.md
rates,banco central | dolar | tasas de interes,9,content:f97aba15d1d49cfe8199f2d97ebb5ec78572a6f9,Baja el dólar: el Banco Central reduce las tasas de interés del 35% al 25%,Los Andes,2025-09-24 16:46:00+00:00,,2025-09-25 00:00:00+00:00,2025-09-25 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250925T00_All_Topics_01.md
rates,banco central | dolar | tasas de interes,9,content:4e49edc266cdb6b698e7847ba6972c0eabc4dfde,"Tras la baja del dólar, el Banco Central recorta de 35 a 25% las tasas de interés",Clarin.com,2025-09-24 14:55:00+00:00,,2025-09-24 20:00:00+00:00,2025-09-26 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250924T20_All_Topics_03.md
rates,bcra | dolar | tasa de interes,9,content:43d7b3cb7d146154b7a4b8051767f6c8cab6a98c,Frenen al dólar: el BCRA subió fuerte la tasa de interés para sumarse a los mega anuncios del Gobierno,El Cronista,2025-09-22 19:33:00+00:00,,2025-09-23 00:00:00+00:00,2025-09-24 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250923T00_All_Topics_03.md
reserves,bcra | dolar | inflacion,9,content:d0a1188ddaf63ad9a5e4230455bf32f39eeec9f3,"Dólar: qué vaticina el ""gurú del blue"" para las tasas y la inflación con la última jugada del BCRA",Ambito,2025-09-22 12:46:00+00:00,,2025-09-22 16:00:00+00:00,2025-09-23 00:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250922T16_All_Topics_04.md
rates,banco central | inflacion | tasa de interes,9,content:7a1a6a4dc728483c899276b609bd5a746bfa9458,Banco Central de Brasil mantiene la tasa de interés en el 15%; la inflación sigue bajando,bloomberglinea.com,2025-09-17 21:57:00+00:00,,2025-09-18 00:00:00+00:00,2025-09-18 04:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250918T00_All_Topics_08.md
fx,dolar,2,content:39bd8d09a2783aad8e273cb41bdff238dc0215c3,Advierten que podría haber más presiones sobre el dólar antes de las elecciones,La Nación,2025-08-31 22:56:00+00:00,,2025-09-01 04:00:00+00:00,2025-09-01 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250901T04_All_Topics_02.md
fx,dolar,2,content:1a015b11300ea06d1b4737b3f6dc2ac38540a7f1,El Gobierno apela a una batería de estrategias para controlar al dólar en la previa de las elecciones bonaerenses,Clarin.com,2025-08-31 22:38:00+00:00,,2025-09-01 04:00:00+00:00,2025-09-01 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250901T04_All_Topics_02.md
fx,dolar,5,content:9f1cdf8fd037f0c8920320e0ef96a306337a65ba,"Luis Caputo no solo interviene en el dólar futuro, también vende dólares del Tesoro para tranquilizar la plaza",Clarin.com,2025-08-31 21:44:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-01 12:00:00+00:00,4,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_02.md
inflation,dolar | inflacion,4,content:ed879f62521bf007487cd090ae7821c925f4f759,"Inflación de agosto: qué esperan las consultoras, tras el salto del dólar y ruido político",iProfesional,2025-08-31 21:00:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-02 12:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_02.md
fx,dolar,2,content:1ae56a7675c415cca27586011279a26eaf03d263,Se despide el dólar: quedan prohibidas las operaciones en una decena de países y tiembla EE.UU,El Cronista,2025-08-31 20:28:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_02.md
rates,dolar | tasas de interes,4,content:a43a2474da60af5c53632a33e61119f2a1a80e6f,Suba de tasas de interés: el contundente análisis del gurú del dólar,BAE Negocios,2025-08-31 20:24:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-01 04:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_02.md
rates,dolar | plazo fijo,4,content:2f0a1d26341dfd1c354edb633f85fd457cf48732,Dólar vs. plazo fijo: cuál fue la inversión ganadora en agosto,BAE Negocios,2025-08-31 20:24:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_02.md
fx,dolar,2,content:c9ffedb64e2d79def2a5e85ff792267f10bf25f4,"Mario Grinman, presidente de la Cámara de Comercio: “El dólar no está atrasado”",Infobae,2025-08-31 19:37:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-01 12:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_01.md
fx,dolar,2,content:fa4266cce076319ba96c8389316198bdd750920b,"Carlos Melconian y un pronóstico inquietante sobre el dólar: ""Es insostenible""",Sitio Andino,2025-08-31 18:36:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_01.md
inflation,inflacion,2,content:832d652403cb2a2ed486156a37c666f4202ebd06,"Expectativas de inflación: los argentinos proyectan 39,6% para los próximos 12 meses",Economis,2025-08-31 18:35:00+00:00,,2025-09-01 00:00:00+00:00,2025-09-01 00:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250901T00_All_Topics_01.md
fx,dolar,2,content:46dd962d07c4ce7d2b313cc26ca43a14eb50504a,Dólar oficial a $1360: las razones del repunte y las recomendaciones de Fausto Spotorno para cubrirse,La Gaceta,2025-08-31 17:32:00+00:00,,2025-08-31 20:00:00+00:00,2025-09-01 00:00:00+00:00,3,All Topics,4h,data/output_digests/headlines_4h_window_20250831T20_All_Topics_02.md
rates,dolar | tasa de interes,4,content:9e35a0469652337f1df837d85d86b5cf9c0df3bf,El freno al dólar maquilló un agosto marcado por la tasa de interés y el estancamiento económico,MSN,2025-08-31 12:20:00+00:00,,2025-08-31 16:00:00+00:00,2025-08-31 16:00:00+00:00,1,All Topics,4h,data/output_digests/headlines_4h_window_20250831T16_All_Topics_02.md
inflation,inflacion,2,content:deea47fed57739d14eaed97f1ac3435e4edbf619,El Gobierno volvió a subsidiar la luz y el gas a las familias de altos ingresos para contener la inflación en plena campaña,TN,2025-08-31 08:07:00+00:00,,2025-09-01 12:00:00+00:00,2025-09-02 12:00:00+00:00,2,All Topics,2day,data/output_digests/headlines_2day_window_20250901T12_All_Topics_04.md
inflation,dolar | inflacion,4,content:1eafacb8ac477b97fd52144090c51b089369308d,La inflación de agosto se mantendría cerca del 2%: los motivos que explican el escaso traslado a precios pese al avance del dólar,Mnews,2025-08-31 04:19:00+00:00,,2025-08-31 16:00:00+00:00,2025-08-31 16:00:00+00:00,1,All Topics,8h,data/output_digests/headlines_8h_window_20250831T16_All_Topics_02.md
inflation,dolar | inflacion,4,content:a828ce31a3c361d6aeef14711b049a5c2b2aab0e,"Menor traslado a precios: pese a la suba del dólar y los alimentos, la inflación de agosto se mantendría cerca del 2 por ciento",Infobae,2025-08-31 00:03:00+00:00,,2025-08-31 04:00:00+00:00,2025-09-02 12:00:00+00:00,6,All Topics,4h,data/output_digests/headlines_4h_window_20250831T04_All_Topics_03.md
rates,dolar | inflacion | tasas de interes,6,content:f346f9998d1095efc68f53fc788c60ab2e5bc3cb,Inflación de agosto: ¿qué índice calculan las consultoras tras las subas del dólar y tasas de interés?,La Ventana San Rafael,2025-08-30 21:11:00+00:00,,2025-08-31 04:00:00+00:00,2025-09-01 12:00:00+00:00,4,All Topics,4h,data/output_digests/headlines_4h_window_20250831T04_All_Topics_01.md
fx,dolar,5,content:e77d8eb15852f3ab5b5a288554d8b0e1dbdc80e8,Precio confirmado del dólar en Banco Nación para el 1° de septiembre,iProfesional,2025-08-30 20:42:00+00:00,,2025-08-31 04:00:00+00:00,2025-08-31 08:00:00+00:00,2,All Topics,4h,data/output_digests/headlines_4h_window_20250831T04_All_Topics_01.md
inflation,dolar | inflacion,4,content:eb0b8a9077318f86c4e1ecacc26b65c2a14fe01e,"Dólar, plazos fijos e inflación: qué le hizo ganar más dinero a los ahorristas en agosto",Infobae,2025-08-30 16:55:00+00:00,,2025-08-30 16:00:00+00:00,2025-09-01 12:00:00+00:00,4,All Topics,1h,data/output_digests/headlines_1h_window_20250830T16_All_Topics_01.md
fx,dolar,5,content:31cda1ddb8585f06a3dad5de5768bb07847c2e34,"Luis Caputo frena al dólar, pero paga un alto costo en la economía",La Gaceta,2025-08-29 23:03:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_05.md
inflation,inflacion,5,content:56c35bb3fdb5a9bb7bdb702a1762968eaae52490,"Inflación en Argentina: los alimentos subieron 3% en agosto, según un relevamiento privado",La Gaceta,2025-08-29 22:52:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_05.md
reserves,banco central | dolar,7,content:edfaa5673a8338b9a33a8b0b30024b865d2904d4,El Banco Central aprieta más a los bancos para contener al dólar | El torniquete de Caputo y Bausili,Página | 12,2025-08-29 22:39:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_05.md
inflation,inflacion,5,content:88ca4b0f86a874c2fd29ffd60cfb64349e2c1a07,Septiembre llega con aumentos que presionan la inflación en Argentina - Diario El Norte,Diario El Norte - San Nicolás,2025-08-29 21:29:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_05.md
reserves,banco central | dolar,7,content:557ad60412e2301daa909059fe30c0fe763c818c,Apretón cambiario: el Banco Central endureció los controles sobre los bancos para dominar el dólar,Perfil,2025-08-29 21:28:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_04.md
inflation,inflacion,5,content:1d0f0e72f703228740a88794a3d639152c3ee40e,Inflación Argentina,Economis,2025-08-29 20:41:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_04.md
inflation,dolar | inflacion,7,content:493183dd9593e7c8ca157945da5f2084bf19dbeb,Caputo y Milei acumulan pólvora para contener la inflación y el dólar,Izquierda Web,2025-08-29 20:19:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_04.md
reserves,bcra | dolar,7,content:7db11386522e521a7d8580520606f7f71a5785be,El BCRA endurece una norma que afecta a los bancos para contener la presión sobre el dólar,La Nación,2025-08-29 15:15:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_03.md
reserves,bcra | dolar,7,content:9eb85385f66b68567b1d12bbfe697d8d809c721c,BCRA lanza más controles a bancos para contener el dólar y busca recuperar margen de intervención en futuros,Ambito,2025-08-29 14:01:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_02.md
reserves,bcra | dolar,7,content:b21bfd46165369d7614debb02308a57ce8e4d754,Nueva norma para contener el dólar: el BCRA limitó los movimientos de los bancos en un día de grandes vencimientos de futuros,Infobae,2025-08-29 13:57:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_02.md
reserves,banco central | dolar,7,content:b3d46b445aa25f470faabcdad656ff7aed4aebad,Banco Central endurece el control al dólar: qué cambia desde hoy,Clarin.com,2025-08-29 13:19:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_02.md
rates,inflacion | tasas de interes,7,content:0f245920cc93d457bab7db9f7a823226f3c6ec02,Pymes en alerta por tasas de interés que duplican la inflación proyectada en Argentina,bloomberglinea.com,2025-08-29 09:09:00+00:00,,2025-08-31 12:00:00+00:00,2025-08-31 12:00:00+00:00,1,All Topics,2day,data/output_digests/headlines_2day_window_20250831T12_All_Topics_02.md
fx,dolar,5,uid:719b0e961e,Jornada cambiaria: el dólar blue retrocedió y el oficial trepó a $1.205 en el Banco Nación,La Gaceta,,719b0e961e,2025-06-26 00:00:00+00:00,2025-06-26 00:00:00+00:00,1,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250626T00_Tipo_de_Cambio_y_Reservas_01.md
fx,dolar,5,uid:7e5b911e9b,"Jornada financiera: el dólar superó los $1.200 en el Banco Nación, con mucho volumen en el mercado",Infobae,,7e5b911e9b,2025-06-26 00:00:00+00:00,2025-06-26 00:00:00+00:00,1,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250626T00_Tipo_de_Cambio_y_Reservas_02.md
